CUST_ID;GENDER;MARITAL_STATUS;AGE;AVG_BALANCE;NUM_TRANS;PURCHASES_AMOUNT;ACCESSORIES;APPLIANCES;CULTURE;GAS;BOOKS;APPAREL;FITNESS;EDUCATION;ENTERTAINMENT;FOOD;HEALTH;HOME_GARDEN;TELCOS;TRAVEL
C17758;Male;Married;35;3767.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C17759;Male;Married;37;502.45;23;646.77;16.35;29.7;0;0;20.78;549.68;0;0;30.26;0;0;0;0;0
C17762;Male;Married;36;2725.81;128;2703.49;0;2703.49;0;0;0;0;0;0;0;0;0;0;0;0
C17766;Female;Married;36;623.8;9;925.86;0;925.86;0;0;0;0;0;0;0;0;0;0;0;0
C17767;Male;Married;35;2049.68;7;1270.82;0;403.22;0;265.27;0;0;0;0;0;151.86;0;450.46;0;0
C17771;Male;Married;38;6.81;3;867.96;0;0;0;0;0;0;0;0;0;0;0;0;0;867.96
C17772;Male;Married;35;3541.73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C17773;Male;Married;38;1940.43;7;3693.6;0;3693.6;0;0;0;0;0;0;0;0;0;0;0;0
C17774;Male;Married;38;330.98;7;2824.31;0;0;0;2824.31;0;0;0;0;0;0;0;0;0;0
C17776;Male;Married;38;902.44;13;1777.19;0;0;0;0;0;0;0;0;0;0;0;0;1743.5;33.69
C17778;Female;Married;38;1349.28;1;1950.5;0;0;0;0;0;0;0;0;0;1950.5;0;0;0;0
C17779;Female;Married;42;26.31;10;553.43;0;0;0;0;0;0;0;0;0;0;0;0;553.43;0
C17782;Male;Married;40;794.85;27;2395.85;0;25.68;0;0;0;2254.96;0;0;0;0;0;115.21;0;0
C17783;Female;Married;39;2330.97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C17784;Male;Married;38;205.98;35;1588.25;0;976.81;0;0;0;0;0;0;0;0;0;0;611.44;0
C17785;Male;Married;39;135.16;24;1231.14;288.51;358.81;0;0;0;97.34;0;0;0;0;336.44;0;0;150.05
C17786;Male;Married;36;926.21;6;952.31;0;952.31;0;0;0;0;0;0;0;0;0;0;0;0
C17787;Female;Married;35;796.57;10;935.07;0;0;0;0;0;0;0;0;0;0;0;0;935.07;0
C17789;Male;Married;35;630.64;2;3276.68;0;3276.68;0;0;0;0;0;0;0;0;0;0;0;0
C17790;Male;Married;38;3729.35;38;5375.73;187.18;267.19;0;0;227.71;414.52;0;0;0;1655.52;151.87;0;2471.74;0
C17791;Male;Married;39;641.9;32;2111.87;0;68.95;0;165.47;0;1877.44;0;0;0;0;0;0;0;0
C17792;Male;Married;37;6054.97;24;2525.16;0;0;0;0;113.57;949.76;0;0;0;930.42;0;531.42;0;0
C17793;Male;Married;38;1038.57;20;3330.1;298.21;181.74;0;0;0;1277.15;0;0;0;0;0;0;16.06;1556.94
C17794;Male;Married;39;1701.97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C17795;Male;Married;39;1024.76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C17798;Male;Married;38;552.78;24;1219.8;0;470.72;0;0;0;86.2;0;0;254.47;0;0;0;0;408.41
C17799;Male;Married;38;5598.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C17800;Male;Married;38;406.7;68;3915.15;0;1539.34;0;60.13;0;432.79;0;0;0;657.68;0;147.52;611.72;465.98
C17802;Male;Married;36;219.42;16;1066.9;91.99;17.15;0;0;0;886.9;0;0;70.86;0;0;0;0;0
C17803;Male;Married;38;1495.35;11;1833.33;0;0;0;0;0;0;0;0;0;0;0;0;1833.33;0
C17804;Female;Married;37;1325.89;43;4111.87;0;4111.87;0;0;0;0;0;0;0;0;0;0;0;0
C17806;Male;Married;39;144;35;1905.6;0;0;0;115.8;0;0;0;0;0;17.86;0;0;734.5;1037.44
C17808;Female;Married;39;4335.46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C17810;Male;Married;38;1833.36;18;1859.81;0;1831.17;0;0;0;28.64;0;0;0;0;0;0;0;0
C17811;Male;Married;38;1999.97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C17812;Female;Married;56;66.75;11;836.25;0;0;0;0;0;20.84;0;0;6.29;0;0;0;0;809.11
C17814;Female;Married;51;1687.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C17817;Male;Married;38;2409.75;58;4192.44;674.02;41.73;0;0;0;2770.51;0;0;0;146.62;0;263.77;0;295.79
C17819;Female;Married;62;928.89;15;1848.22;0;0;0;739.78;0;94.29;0;0;0;0;0;0;1014.15;0
C17821;Female;Married;40;7679.22;7;1850;152.82;0;0;1427.89;0;269.29;0;0;0;0;0;0;0;0
C17822;Male;Married;38;1019.26;1;1455.78;0;1455.78;0;0;0;0;0;0;0;0;0;0;0;0
C17825;Male;Married;39;2999.9;19;645.76;0;0;0;0;0;0;0;0;0;0;0;0;645.76;0
C17827;Female;Married;38;1869.06;23;849.68;0;849.68;0;0;0;0;0;0;0;0;0;0;0;0
C17829;Male;Married;38;396.75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C17831;Male;Married;36;1903.09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C17832;Female;Married;37;3445.76;6;822.97;822.97;0;0;0;0;0;0;0;0;0;0;0;0;0
C17833;Female;Married;38;2412.93;13;779.6;0;0;0;296.19;0;0;0;0;0;483.41;0;0;0;0
C17835;Male;Married;38;47.85;109;2409.32;0;1095.67;0;91.1;0;257.87;0;0;84.13;0;0;47.32;530.24;302.99
C17837;Male;Married;37;3958.81;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C17839;Female;Married;40;1704.24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C17840;Female;Married;36;11981.39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C17845;Male;Married;35;5228.79;8;6576.07;1525.84;0;0;0;0;1032.57;0;0;0;2124.15;1893.51;0;0;0
C17848;Male;Married;37;2097.97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C17850;Female;Married;38;1591.79;11;872.14;0;0;0;0;4.58;0;0;0;0;0;0;0;867.55;0
C17851;Female;Married;39;11944.93;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C17852;Male;Married;37;1728.85;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C17854;Male;Married;36;323.15;90;5777.27;30.13;510.16;0;0;216.7;1641.02;0;0;306.66;779.2;2127.65;31.74;0;134.01
C17855;Male;Married;36;224.13;15;1218.23;0;82.26;0;0;0;0;0;0;0;1135.98;0;0;0;0
C17857;Female;Married;37;1864.26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C17858;Male;Married;36;2994.15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C17859;Male;Married;37;435.87;69;686.35;9.51;51.26;0;0;0;403.29;0;0;0;0;32.83;189.46;0;0
C17860;Female;Married;37;3416.36;20;8130.44;3630.13;296.72;0;0;0;2503.08;0;0;0;0;330.26;0;586.71;783.53
C17861;Female;Married;40;1662.27;21;670.24;60.5;0;0;0;69.23;295.03;0;0;0;86.38;55.17;103.93;0;0
C17862;Male;Married;38;1042.83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C17863;Female;Married;58;3253.96;35;23474.91;0;2634.79;0;15114.16;0;0;0;0;0;5725.97;0;0;0;0
C17864;Female;Married;39;1522.14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C17865;Female;Married;38;873.08;105;6233.87;245.78;123.9;13.34;0;290.54;535.56;0;0;155.8;2248.57;99.38;144.62;0;2376.39
C17867;Male;Married;36;2058.91;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C17868;Male;Married;36;1316.68;1;2684.39;0;0;0;0;0;0;0;0;0;0;2684.39;0;0;0
C17870;Female;Married;41;229.57;12;2966.82;758.09;0;0;0;0;1512.86;0;0;0;436.69;259.19;0;0;0
C17871;Female;Married;39;525.34;15;843.14;0;245.15;0;568.72;0;0;0;0;0;0;0;0;0;29.27
C17875;Male;Married;37;6491.65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C17879;Female;Married;37;902.76;24;1108.02;0;0;0;0;0;0;0;0;0;0;0;0;430.68;677.34
C17883;Female;Married;38;291.85;62;1466.77;145.36;0;0;0;0;291.9;0;0;18.47;88.6;228.13;36.98;603.39;53.94
C17885;Female;Married;37;959.58;19;1441.54;0;32.29;0;0;0;1248.98;0;0;0;63.71;96.57;0;0;0
C17887;Male;Married;35;944.77;34;1760.87;449.69;59.15;0;0;0;912.85;0;0;0;136.91;0;202.27;0;0
C17889;Female;Married;38;2066.93;4;3028.23;0;273.28;0;0;0;0;0;0;0;2754.95;0;0;0;0
C17891;Male;Married;36;3537.76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C17892;Male;Married;38;3679.73;89;1188.24;0;59.52;0;64.16;0;0;0;0;0;17.2;0;65.89;981.47;0
C17894;Female;Married;36;890.44;53;7949.75;2030.01;198.33;0;0;0;3491.5;0;0;322.31;873.87;95.05;354.36;0;584.31
C17895;Female;Married;40;3273.99;47;174.39;0;144.14;0;0;0;0;0;0;0;0;30.25;0;0;0
C17896;Male;Married;39;1367.78;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C17898;Male;Married;43;8108.51;9;2388.83;875.13;0;0;126.78;0;1386.91;0;0;0;0;0;0;0;0
C17899;Male;Married;37;2788.47;13;998.67;769.51;63.17;0;0;0;165.99;0;0;0;0;0;0;0;0
C17900;Male;Married;38;982.87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C17901;Female;Married;38;136.87;28;1526.62;81.86;665.15;0;0;0;203.48;0;0;0;552.45;0;23.69;0;0
C17904;Male;Married;39;865.09;19;5204.95;0;0;0;1425.23;0;3483.44;0;0;0;0;296.27;0;0;0
C17905;Female;Married;35;324.56;39;1905.97;204.11;229.21;0;0;0;672.37;0;0;0;182.79;63.69;163.63;390.17;0
C17906;Female;Married;50;7069.25;21;7991.98;0;5329.14;0;0;0;0;2662.84;0;0;0;0;0;0;0
C17907;Female;Married;39;64.68;1;1434.53;0;1434.53;0;0;0;0;0;0;0;0;0;0;0;0
C17912;Female;Married;38;425.43;24;689.04;356.33;108.23;0;0;0;89.3;0;0;0;0;0;135.19;0;0
C17914;Male;Married;38;7465.97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C17915;Male;Married;37;51.71;28;787.87;29.54;501.61;0;37.36;0;0;0;0;95.25;33.84;0;0;0;90.28
C17918;Male;Married;39;8014.55;90;3885.95;591.33;0;0;0;0;1646.55;0;0;0;1479.97;0;168.1;0;0
C17919;Female;Married;44;1964.81;13;2627.49;1825.31;0;0;0;0;802.17;0;0;0;0;0;0;0;0
C17920;Female;Married;39;328.12;24;1481.58;51.22;0;0;0;0;949.45;0;0;0;480.91;0;0;0;0
C17921;Male;Married;36;1303.16;6;598.3;69.87;0;0;0;0;81.19;0;0;0;447.24;0;0;0;0
C17925;Female;Married;39;3581.02;18;824.54;57.38;14.43;0;0;0;273.92;0;0;0;0;0;0;478.81;0
C17927;Male;Married;37;60.16;14;734.18;0;0;0;0;0;317.33;0;0;0;0;0;0;416.85;0
C17928;Male;Married;37;877.28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C17931;Female;Married;39;149.55;43;845.88;0;64.52;0;149.72;0;0;0;0;0;166.43;0;119.63;345.58;0
C17932;Female;Married;37;122.94;11;662.93;0;0;0;0;0;0;0;0;662.93;0;0;0;0;0
C17933;Male;Married;40;1098.74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C17934;Male;Married;37;30.76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C17937;Male;Married;39;1952.71;20;1425.57;127.12;0;0;0;0;791.37;0;0;0;332.38;174.71;0;0;0
C17938;Male;Married;37;3530.52;59;737.03;0;0;0;705.31;0;0;0;0;0;31.72;0;0;0;0
C17939;Male;Married;38;1259.5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C17940;Male;Married;38;2387.65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C17942;Female;Married;38;1008.22;1;699.75;0;0;0;0;0;699.75;0;0;0;0;0;0;0;0
C17945;Female;Married;36;420.12;3;292.24;0;0;0;292.24;0;0;0;0;0;0;0;0;0;0
C17946;Male;Married;38;2852.26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C17948;Female;Married;47;777.3;24;2004.19;0;0;0;0;0;0;0;0;0;0;266.61;0;1737.58;0
C17949;Female;Married;50;163.09;12;1119.61;0;63.84;0;0;0;0;0;0;0;589.59;0;466.18;0;0
C17950;Female;Married;38;624.52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C17951;Female;Married;36;1786.06;26;1923.47;61.3;22.38;0;0;0;902.48;0;0;44.11;318.34;0;574.87;0;0
C17952;Female;Married;41;4597.04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C17956;Female;Married;41;0.91;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C17957;Male;Married;37;1745.62;25;1150.88;0;35.71;0;0;0;0;0;0;0;0;0;0;900.29;214.88
C17958;Male;Married;59;506.82;26;1108.73;193.34;94.34;0;0;80.86;453.98;38.43;0;0;54.76;7.59;84.95;100.48;0
C17959;Male;Married;40;3509.98;32;1703.08;534.11;0;0;0;0;729.95;0;0;0;439.03;0;0;0;0
C17960;Male;Married;36;68.44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C17961;Male;Married;37;641.61;1;1173.27;0;0;0;0;0;0;0;0;0;0;1173.27;0;0;0
C17962;Female;Married;39;360.02;21;3225.87;0;0;0;0;571.67;514.23;216.59;182.91;1154.89;107.17;373.89;104.54;0;0
C17964;Male;Married;36;4412.04;21;1358.08;74.34;0;0;0;0;993.96;0;0;0;147.43;0;142.35;0;0
C17966;Male;Married;39;221.24;17;614.91;0;91.51;0;0;0;118.95;0;0;14.24;0;0;0;390.21;0
C17969;Female;Married;36;4203.15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C17970;Male;Married;37;3144.24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C17971;Female;Married;37;4101.79;6;2933.49;1885.2;0;0;0;0;1048.29;0;0;0;0;0;0;0;0
C17973;Female;Married;39;276.88;29;991.21;556.17;0;0;0;0;435.04;0;0;0;0;0;0;0;0
C17974;Male;Married;39;158.75;65;1472.09;261.58;0;0;0;0;251;0;0;0;918.26;0;41.24;0;0
C17975;Female;Married;37;346.52;36;138.89;0;0;0;0;0;138.89;0;0;0;0;0;0;0;0
C17979;Female;Married;37;2263.83;9;495.54;0;0;0;376.42;0;0;0;0;0;0;119.12;0;0;0
C17980;Female;Married;37;586.83;1;2024.2;2024.2;0;0;0;0;0;0;0;0;0;0;0;0;0
C17981;Male;Married;36;741.84;67;4901.54;0;0;0;0;0;1094.14;0;0;0;0;0;0;3609.12;198.28
C17983;Female;Married;36;7560.29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C17984;Male;Married;37;78.26;4;787.18;0;0;0;0;0;0;0;0;0;0;0;0;0;787.18
C17986;Male;Married;37;563.75;29;3693.96;357.32;0;0;0;0;3336.65;0;0;0;0;0;0;0;0
C17988;Female;Married;37;893.39;92;4171.02;177.37;0;0;0;0;2908.54;0;0;0;0;0;256.37;0;828.74
C17989;Female;Married;37;934.47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C17990;Female;Married;37;3309.61;32;2059.87;281.52;121.75;0;0;278.37;1378.23;0;0;0;0;0;0;0;0
C17991;Female;Married;37;3365.65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C17993;Female;Married;36;2807.83;86;3816.82;37.69;196.15;0;0;32.92;759.9;0;0;170.68;23.27;267.94;174.46;1814;339.82
C17995;Male;Married;37;310.46;35;3410.98;379.4;0;0;0;0;956.83;0;0;0;777.7;543.25;423.12;0;330.69
C17996;Female;Married;36;101.69;7;184.67;0;0;0;0;0;184.67;0;0;0;0;0;0;0;0
C17997;Female;Married;36;402.96;71;2169;0;168.89;0;1976.03;0;24.07;0;0;0;0;0;0;0;0
C17998;Male;Married;38;1927.11;11;2425.92;0;138.36;0;0;0;0;0;0;0;0;0;2287.56;0;0
C18000;Female;Married;39;108.11;25;4319.89;0;0;0;0;0;0;0;0;0;0;0;0;4319.89;0
C18001;Male;Married;37;2604.67;28;3175.4;437.2;219.65;0;0;0;2093.57;0;0;0;0;424.98;0;0;0
C18007;Male;Married;40;1954.89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C18008;Male;Married;37;414.65;49;1915.93;0;33.3;0;0;0;0;0;0;0;30.42;0;0;1658.9;193.32
C18010;Male;Married;36;119.77;13;953.98;0;0;0;0;36.2;0;0;0;0;133.85;226.87;420.36;0;136.7
C18012;Female;Married;41;523.22;48;728.61;18.85;0;0;0;0;507.99;0;0;0;201.77;0;0;0;0
C18014;Male;Married;37;3666;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C18017;Female;Married;41;11173.96;47;8539.59;180.42;97.93;0;695.54;0;308.03;0;0;563.42;0;0;0;5707.54;986.71
C18018;Male;Married;37;1958.29;30;936.15;163.5;0;0;0;0;154.8;0;0;0;0;0;0;617.85;0
C18020;Female;Married;40;266.4;8;2809.81;0;247.08;0;0;0;0;0;0;0;0;0;2299.1;263.62;0
C18021;Female;Married;39;3111.76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C18022;Female;Married;36;4018.78;9;1862.75;537.71;830.51;0;0;0;0;0;0;0;494.54;0;0;0;0
C18023;Male;Married;36;1081.57;97;4026.52;216.75;35.01;0;14.84;360.34;1830.83;0;0;0;1126.79;230.3;211.65;0;0
C18029;Male;Married;36;616.01;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C18031;Male;Married;37;5894.63;1;2804.98;0;0;0;0;0;2804.98;0;0;0;0;0;0;0;0
C18032;Male;Married;39;5912.31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C18033;Male;Married;37;4901.31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C18034;Male;Married;36;1214.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C18038;Female;Married;36;2012.63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C18043;Male;Married;58;4296.26;77;5264.22;71.37;1105.71;0;0;0;979.59;0;0;643.17;227.36;290.09;0;894.7;1052.23
C18044;Male;Married;36;2394.96;1;1652.23;0;0;0;0;0;0;0;0;0;1652.23;0;0;0;0
C18047;Male;Married;36;651.05;13;1878.73;53.77;133.02;0;40.78;0;0;0;0;36.25;633.38;0;0;981.53;0
C18048;Male;Married;36;1330.24;108;5508.75;322.06;833.7;0;2134.29;0;364.11;0;0;771.17;202.63;0;0;468.09;412.72
C18050;Female;Married;36;467;5;574.42;0;574.42;0;0;0;0;0;0;0;0;0;0;0;0
C18051;Male;Married;36;423.06;26;618.77;125.76;48.36;0;0;0;159.89;0;0;0;0;0;0;284.76;0
C18052;Female;Married;38;1558.65;35;2943.24;0;464.59;0;1975.44;0;197.67;0;0;226.35;79.2;0;0;0;0
C18053;Female;Married;35;2259.42;6;1061.74;86.12;0;0;0;81.2;0;0;0;0;516.88;0;45.2;0;332.32
C18054;Female;Married;36;1317.63;90;8835.01;1208.17;0;0;0;59.95;2326.77;0;0;302.21;376.93;403.18;899.5;152.5;3105.8
C18056;Male;Married;36;2907.38;88;1804.45;426.99;37.38;100.93;0;23.66;861.11;0;0;100.83;0;0;0;0;253.56
C18057;Female;Married;37;2367.41;2;1162.48;0;0;0;0;0;717.68;0;0;0;444.8;0;0;0;0
C18058;Male;Married;38;2139.61;48;1436.41;0;318.91;0;0;41.21;323.92;0;0;0;133.81;0;0;0;618.56
C18059;Female;Married;54;1974.11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C18060;Female;Married;36;2541.8;11;1329.74;0;0;0;0;0;0;0;0;0;0;0;0;1329.74;0
C18065;Female;Married;38;3288.88;49;4835.72;0;0;0;0;0;0;0;0;4835.72;0;0;0;0;0
C18066;Male;Married;38;2715.3;4;1896.04;0;261.08;0;0;320.77;0;0;0;0;1314.19;0;0;0;0
C18068;Male;Married;40;2532.3;3;2074.69;0;1927.84;0;0;0;146.85;0;0;0;0;0;0;0;0
C18071;Male;Married;36;987.09;1;1123.92;0;0;0;0;0;0;0;0;0;0;1123.92;0;0;0
C18073;Female;Married;38;721.16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C18074;Male;Married;39;243.86;30;6936.28;0;0;0;0;0;862.42;0;0;304.49;0;0;0;5231.17;538.2
C18077;Male;Married;36;3869.59;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C18079;Male;Married;37;2148.51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C18080;Female;Married;36;51.77;5;600.16;0;0;0;0;0;100.48;0;0;0;0;0;0;0;499.68
C18082;Female;Married;39;8374.21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C18083;Male;Married;36;3957.6;3;6220.64;0;0;0;0;0;6220.64;0;0;0;0;0;0;0;0
C18084;Female;Married;36;3241.37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C18085;Male;Married;37;3578.05;14;4050.65;0;2254.55;0;0;134.71;969.87;0;0;0;691.51;0;0;0;0
C18086;Male;Married;36;2717.08;4;2996.85;0;0;0;0;0;0;0;0;0;0;2996.85;0;0;0
C18087;Male;Married;37;2633.03;10;1742.56;0;1742.56;0;0;0;0;0;0;0;0;0;0;0;0
C18088;Female;Married;39;934.31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C18089;Female;Married;38;11308.97;2;4810.79;0;0;0;0;0;4810.79;0;0;0;0;0;0;0;0
C18091;Male;Married;38;10178.73;1;3756.94;0;0;0;0;0;3756.94;0;0;0;0;0;0;0;0
C18092;Female;Married;36;2734.47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C18093;Female;Married;40;950.85;30;1600.17;0;0;0;0;139.26;0;0;0;0;0;0;465.96;0;994.95
C18095;Female;Married;38;407.38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C18096;Male;Married;40;607.48;5;2095.17;0;2039.16;0;0;0;0;4.06;0;0;0;0;51.95;0;0
C18100;Male;Married;38;1018.67;9;646.65;0;0;0;0;0;0;0;0;646.65;0;0;0;0;0
C18101;Male;Married;36;5470.17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C18103;Female;Married;40;199.48;8;739.86;0;0;0;0;0;0;0;0;0;0;0;0;0;739.86
C18104;Male;Married;35;46.53;2;1597.43;0;0;0;0;0;1338.34;0;0;0;0;0;0;0;259.09
C18105;Female;Married;37;841.98;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C18106;Male;Married;37;318.12;19;1930.74;168.81;0;0;0;0;0;0;0;0;0;0;0;508.51;1253.42
C18108;Female;Married;43;1347.15;42;1275.3;17.06;0;0;154.98;0;0;0;0;35.84;108.21;0;0;0;959.22
C18109;Female;Married;36;2621.21;16;111.29;0;18.64;0;0;0;0;0;0;0;0;0;0;92.65;0
C18110;Female;Married;36;1885.08;8;2266.41;0;0;0;0;0;0;0;0;0;0;2266.41;0;0;0
C18113;Female;Married;37;5513.72;138;4144.3;993.24;68.41;0;0;0;1951.87;0;0;0;329.42;197.29;458.17;16.01;129.9
C18117;Female;Married;50;4492.12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C18118;Female;Married;36;8079.03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C18119;Female;Married;37;26.5;12;657.59;0;0;0;0;0;0;0;0;0;0;0;0;657.59;0
C18120;Male;Married;36;77.42;19;1185.64;0;120.47;0;0;0;365.69;0;0;0;0;0;0;699.49;0
C18122;Male;Married;37;2458.35;91;5255.86;1288.41;59.25;0;0;106.67;3199.3;0;0;112.73;198.95;290.56;0;0;0
C18125;Female;Married;39;1032.37;9;1478.68;382.1;0;0;0;0;813.75;0;0;0;0;282.84;0;0;0
C18127;Male;Married;40;2904.3;2;3967.7;0;2044.18;0;0;0;0;0;0;0;0;0;0;0;1923.52
C18129;Male;Married;38;8770.26;5;7408.41;0;0;0;0;0;0;0;0;0;0;7408.41;0;0;0
C18131;Male;Married;37;64.66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C18132;Female;Married;36;472.02;23;690.96;0;64.37;0;80.06;0;462.47;0;0;0;84.05;0;0;0;0
C18133;Female;Married;37;1449.95;12;1466.91;502.05;0;0;0;0;566.04;0;0;0;0;0;231.96;0;166.86
C18134;Male;Married;37;5874.35;1;1881.05;0;0;0;0;0;0;0;0;0;0;0;1881.05;0;0
C18135;Male;Married;36;3485.69;69;7264.73;0;1071.94;0;201.17;130.89;1942.44;0;0;89.41;0;38.42;109.75;922.98;2757.73
C18137;Female;Married;36;1855.99;56;776.83;85.83;0;0;0;0;0;0;0;0;162.31;159.42;201.68;0;167.59
C18139;Female;Married;39;3400.75;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C18142;Male;Married;36;2637.06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C18143;Female;Married;45;1556.87;35;2241.73;0;3.31;0;0;0;193.31;0;0;1942.31;0;0;0;102.8;0
C18145;Male;Married;38;3931.03;26;2468.11;115.92;0;0;221.77;0;87.84;0;0;0;0;0;0;2042.59;0
C18146;Male;Married;38;3220.87;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C18147;Male;Married;36;4636.9;19;2069.93;0;0;0;0;0;841.68;0;0;189.76;0;190.69;0;0;847.79
C18152;Male;Married;37;3288.01;17;4458.12;406.31;0;0;0;0;0;0;0;0;0;4051.81;0;0;0
C18153;Female;Married;37;2227.02;19;1212.1;852.56;0;0;0;0;359.53;0;0;0;0;0;0;0;0
C18154;Female;Married;38;2259.73;56;7840.4;0;0;0;5478.28;0;2362.12;0;0;0;0;0;0;0;0
C18155;Male;Married;36;2766.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C18156;Male;Married;37;1398.23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C18160;Female;Married;44;3806.47;3;24871.64;0;24871.64;0;0;0;0;0;0;0;0;0;0;0;0
C18162;Male;Married;36;10077.83;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C18167;Male;Married;36;7591.35;3;7131.98;0;0;0;1626.76;0;3297.21;0;0;0;0;0;2208.01;0;0
C18172;Female;Married;37;177.33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C18173;Male;Married;38;154.38;7;1486.64;0;0;0;0;0;0;0;0;89.18;0;0;282.02;0;1115.45
C18174;Male;Married;38;1114.09;4;2654.36;0;0;0;0;0;0;0;0;0;0;0;0;2654.36;0
C18175;Female;Married;39;1340.38;46;3446.59;0;0;0;0;0;0;0;0;2893.83;0;0;0;552.76;0
C18176;Male;Married;40;2284.4;17;4223.77;257.98;0;0;0;0;408.21;0;0;0;1022.79;1998.97;535.81;0;0
C18177;Male;Married;40;217.71;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C18180;Male;Married;55;11692.22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C18181;Male;Married;37;3314.43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C18183;Female;Married;37;255.95;49;771.99;287.38;173.49;0;0;0;311.12;0;0;0;0;0;0;0;0
